,H1,H2,lnD1,lnD2,lnD3,lnD4,lnD5,lnD6,E1,E2,E3,SN
226,217,575,-1.379994249,-1.569832658,-1.807157411,-1.997456107,-2.256942735,-2.489878991,6289,188,88,8.75781069
227,166,195,-0.81660378,-0.97500624,-1.20694388,-1.407109501,-1.69870638,-1.907978728,6981,295,53,6.12943087
228,201,593,-1.641599599,-1.86394314,-2.122098552,-2.304386715,-2.559802625,-2.780459617,7074,344,114,10.33062545
229,55,500,-0.589796684,-1.41337783,-1.898053754,-2.086989959,-2.594944755,-2.713263768,1736,272,112,3.993105943
230,199,466,-0.689852614,-0.847978092,-1.023959465,-1.155849529,-1.350579787,-1.503097877,3684,251,32,6.842454334
231,136,294,-1.38929887,-1.768257809,-2.280041129,-2.562522305,-3.145625363,-3.442331925,6440,227,194,5.443409698
232,198,240,-1.274216458,-1.671685726,-2.12703642,-2.403400398,-2.934449045,-3.127208636,2649,193,164,4.451692151
233,176,288,-0.999291978,-1.542573972,-1.98195192,-2.212287455,-2.688100526,-2.855274921,1167,347,129,3.963478747
234,165,354,-1.615959129,-1.928060408,-2.311121424,-2.555414955,-2.929757285,-3.243424698,6431,359,177,7.2755752
235,150,167,-1.381704909,-1.654382978,-2.036075586,-2.30589055,-2.763034509,-3.052091007,7867,308,145,5.820045718
236,222,180,-1.303829973,-1.638351923,-1.974217035,-2.213110087,-2.610061793,-2.872806927,2552,414,127,5.040627122
237,145,239,-1.14538948,-1.543556543,-2.015078036,-2.275651092,-2.7965536,-2.974753867,3498,276,141,4.367946702
238,174,355,-1.583234247,-1.942675387,-2.310718076,-2.530113243,-2.875463441,-3.164150925,4087,487,167,6.873415486
239,203,205,-1.895255058,-2.138088121,-2.439092338,-2.674663782,-3.006186731,-3.301171068,8454,497,199,8.415753442
240,97,394,-1.190826267,-1.664369396,-2.109983227,-2.317698731,-2.760818267,-2.999539512,4749,421,137,5.554456163
241,45,304,-0.630999014,-1.567672363,-2.366483819,-2.529987701,-3.376992693,-3.337940932,7617,196,194,2.942727654
242,101,192,-1.250330928,-1.64098018,-2.128295708,-2.390870008,-2.926952758,-3.103540226,8043,452,159,4.839721092
243,201,354,-1.511358842,-1.844021654,-2.238015322,-2.501768007,-2.964039827,-3.24496316,4110,231,175,6.321093395
244,231,439,-1.627245531,-1.926342844,-2.202468302,-2.384229082,-2.65341998,-2.885802214,3760,455,130,8.472708023
245,87,184,-0.915466072,-1.486247302,-2.223219538,-2.46310602,-3.249077334,-3.290103334,6320,157,182,3.143342385
246,65,179,-0.783662872,-1.39678924,-2.001444001,-2.239704195,-2.884190899,-2.993135648,4923,359,140,2.914063972
247,207,307,-0.768733168,-0.911825715,-1.07637146,-1.204106147,-1.400596146,-1.565373181,4161,395,36,6.903350944
248,165,530,-1.327912252,-1.733924618,-2.120763661,-2.315670333,-2.693999378,-2.907904563,2874,357,127,6.922559674
249,250,187,-1.259520751,-1.758169966,-2.187294049,-2.443457652,-2.939730083,-3.216378945,1449,270,167,4.077132519
250,158,248,-0.645958298,-0.868024514,-1.142156736,-1.347496814,-1.666749279,-1.867302316,3454,304,50,4.75641847
251,163,257,-1.319570729,-1.554571011,-1.87803657,-2.121681207,-2.508257163,-2.773228927,7480,267,115,6.55866254
252,250,410,-1.409767717,-1.598003535,-1.796490644,-1.951083508,-2.167966791,-2.367123614,4966,317,79,8.856411653
253,82,586,-1.07604877,-1.832393981,-2.253223663,-2.422157228,-2.841981674,-3.052514288,1333,460,147,6.063439024
254,89,261,-1.164015183,-1.733641516,-2.273608985,-2.508257163,-3.076508584,-3.214883804,3992,437,179,4.090054457
255,64,465,-0.881285623,-1.284532312,-1.57973349,-1.731492558,-2.020795346,-2.207638616,7070,490,66,6.085608711
256,153,450,-1.753943589,-2.061444465,-2.418781887,-2.631366976,-2.960172098,-3.233735688,7993,495,178,8.88112907
257,61,426,-1.083733528,-1.683138275,-2.16412835,-2.361486201,-2.836508768,-3.072613318,7742,412,144,5.42650423
258,213,264,-1.049279415,-1.196434621,-1.396223492,-1.569976844,-1.822878688,-2.032328974,6370,192,59,7.156019173
259,184,566,-1.556418608,-1.848202845,-2.248665251,-2.541985067,-3.047868028,-3.367665898,6348,172,196,7.632766012
260,127,262,-0.9910951,-1.435400575,-1.927922894,-2.176569372,-2.703510521,-2.868218953,3006,281,127,3.988440328
261,124,528,-1.18302704,-1.451067576,-1.753712522,-1.923327077,-2.2165909,-2.404285648,7504,366,78,7.870645551
262,58,249,-0.828096721,-1.399987688,-1.894456867,-2.132167441,-2.669021814,-2.823966231,5123,441,122,3.544490438
263,126,376,-1.06987907,-1.495038372,-1.968902458,-2.202739758,-2.691340588,-2.852498105,3674,268,126,4.939169697
264,145,327,-1.644909662,-1.970336047,-2.363716093,-2.602609689,-2.976910519,-3.288761952,7497,464,185,7.250252992
265,97,470,-0.771260085,-1.481704546,-2.287992091,-2.500670245,-3.371735672,-3.353550728,2588,163,194,3.629423366
266,167,592,-1.394326533,-1.622573812,-1.913927103,-2.112378042,-2.395139075,-2.63554351,7600,266,98,8.897796496
267,103,284,-1.143034506,-1.521610202,-1.922095971,-2.149778173,-2.577153526,-2.761925774,5438,497,118,5.159281575
268,179,472,-0.767590594,-0.953733027,-1.122392817,-1.240291067,-1.416052783,-1.551310524,3065,430,33,7.203827908
269,181,387,-1.584940441,-1.787847132,-2.031718613,-2.208002451,-2.458771176,-2.682821147,8363,499,108,9.343413586
270,141,530,-1.449745474,-1.818986791,-2.263941469,-2.499086713,-2.959400344,-3.206453305,5839,301,164,7.374238847
271,133,594,-0.917741784,-1.164655942,-1.455730188,-1.625618109,-1.908585463,-2.05510021,5906,244,56,7.108749677
272,145,559,-1.127876334,-1.357046287,-1.669612635,-1.881903019,-2.22266547,-2.404285648,7998,200,81,7.473012485
273,167,281,-1.225911712,-1.553719424,-1.986388453,-2.265482005,-2.775312428,-2.981434969,4417,174,142,4.987925285
274,93,527,-0.470579795,-0.866501067,-1.178532504,-1.32561327,-1.614802275,-1.754810565,2511,262,43,4.855226526
275,143,517,-1.227650932,-1.501166637,-1.843516029,-2.052760663,-2.409613666,-2.631366976,6666,265,97,7.354823595
276,179,485,-1.091835304,-1.666167007,-2.214574216,-2.454804306,-3.034265223,-3.161550758,1440,225,169,4.838478283
277,138,158,-1.2957592,-1.633320853,-2.068778594,-2.339145348,-2.840096982,-3.040311317,5652,417,151,4.835573349
278,128,325,-1.317888328,-1.600924257,-1.958569947,-2.186225292,-2.576758815,-2.824471664,8299,392,119,6.725914817
279,202,549,-1.762414282,-2.001444001,-2.301385812,-2.525853652,-2.842496298,-3.117899908,7880,278,162,9.911968861
280,168,293,-0.66457916,-1.016801913,-1.356114393,-1.569928779,-1.941489933,-2.129977228,1547,278,64,3.949195259
281,133,299,-0.42202141,-0.611475032,-0.843226161,-1.010354189,-1.271930498,-1.449361965,4235,323,33,5.041027123
282,43,487,-0.368892128,-1.057335997,-1.433050595,-1.615204507,-2.014853022,-2.163432032,2173,269,66,3.809314521
283,172,202,-1.469415135,-1.799509423,-2.229892408,-2.509978334,-3.020024966,-3.317315898,5265,230,182,5.379129238
284,232,252,-1.72940458,-1.944421258,-2.202196919,-2.415417901,-2.708900563,-2.97632188,6984,311,148,8.482376006
285,44,535,-0.853550702,-1.415270133,-1.709534529,-1.858412224,-2.160478076,-2.347164136,4571,495,76,5.876831469
286,118,164,-0.229903851,-0.569426254,-0.968373812,-1.353594865,-1.642426088,-1.833331745,1824,301,49,2.692360201
287,244,600,-1.080016271,-1.208918347,-1.331654672,-1.461405914,-1.591450657,-1.710529774,5002,383,35,10.59892651
288,146,401,-1.495395196,-1.932885341,-2.35989646,-2.575838429,-2.948848688,-3.250366492,3644,466,177,6.42733081
289,46,348,-0.893844543,-1.605794558,-2.054475796,-2.278380404,-2.784499373,-2.937463365,2450,475,140,3.834297687
290,199,160,-1.133048466,-1.278660432,-1.493701414,-1.68999742,-1.970838289,-2.203373443,8409,163,71,7.095295824
291,87,408,-1.142720928,-1.554097817,-1.987482425,-2.195166696,-2.621964252,-2.782235099,8431,378,119,6.058564131
292,91,353,-0.572098372,-0.791995613,-1.023180194,-1.171021704,-1.415805564,-1.576003136,7181,463,37,5.788613788
293,110,589,-0.759009244,-1.180353939,-1.668975625,-1.884927944,-2.356830108,-2.495805831,3964,173,87,5.015804958
294,42,436,-0.949950933,-1.805635295,-2.374940755,-2.568244781,-3.166046211,-3.255539809,7743,355,187,4.652705973
295,205,503,-1.252253099,-1.930745713,-2.349991215,-2.535274057,-2.892453924,-3.172946893,1005,440,165,6.229760815
296,247,454,-1.166259637,-1.438893771,-1.656057933,-1.798361213,-2.009617016,-2.196155149,2276,396,65,7.392377313
297,241,166,-1.443076375,-1.71446515,-2.02821625,-2.27759984,-2.66988774,-2.945799905,3927,167,139,5.691699511
298,142,422,-0.759265616,-1.233024069,-1.702869857,-1.923943199,-2.398765651,-2.551559404,1715,204,94,4.052590619
299,119,561,-0.875868817,-1.425991988,-1.754174709,-1.903607651,-2.219163485,-2.405836723,1133,407,80,5.834092157
300,129,425,-1.285291326,-1.575229741,-1.935583651,-2.151582219,-2.529234784,-2.762400796,7816,328,111,7.107393544
301,212,418,-1.499552649,-1.754926219,-2.048330547,-2.261347185,-2.565639596,-2.831065652,4921,279,123,7.765643569
302,157,211,-1.278804115,-1.857706983,-2.363928723,-2.610742019,-3.166995203,-3.440146132,1639,472,200,3.810653451
303,155,442,-1.675097061,-1.966327165,-2.316177047,-2.532627386,-2.861551092,-3.13706545,7968,434,162,8.613950194
304,46,561,-0.967057849,-1.884796235,-2.449578117,-2.626516298,-3.209420666,-3.439210824,4702,354,195,5.375890159
305,175,415,-1.536140983,-1.763638594,-2.037532139,-2.228127182,-2.502134195,-2.741710403,7487,417,113,8.737841483
306,214,447,-1.504672574,-1.698542388,-1.958215551,-2.180278969,-2.482310024,-2.758764716,7524,156,119,8.323909799
307,248,596,-1.93191849,-2.170504753,-2.437488855,-2.648602742,-2.9414335,-3.202018708,7000,280,180,11.14970084
308,124,423,-1.012801632,-1.554381707,-2.041298332,-2.251891979,-2.736141081,-2.879372472,2067,304,131,4.731111533
309,91,212,-0.881116657,-1.391990554,-1.921002925,-2.1680542,-2.734907655,-2.884906718,3533,362,128,3.408885651
310,184,431,-1.715187393,-2.106196279,-2.488914671,-2.703659853,-3.051033589,-3.335971597,3945,493,196,7.71563392
311,135,486,-0.533599661,-1.061518837,-1.552065633,-1.945680176,-2.240267787,-2.378063234,1233,168,79,3.606030972
312,152,582,-1.418445721,-1.708705914,-2.060659042,-2.26905361,-2.63011741,-2.847829644,6593,302,119,8.324410843
313,93,364,-1.276471815,-1.721375566,-2.214207982,-2.44184716,-2.94010837,-3.194915187,8019,379,160,5.817009291
314,157,528,-1.180223726,-1.607040788,-1.98536849,-2.168316472,-2.530992474,-2.737221578,2323,351,108,6.41688664
315,58,274,-0.660525114,-1.146710692,-1.571708696,-1.801749201,-2.26336438,-2.440354023,5461,414,85,3.740327999
316,245,328,-1.326743256,-1.674243136,-2.036458684,-2.291842996,-2.725552476,-3.001750346,2510,176,141,5.41437109
317,82,301,-0.779337077,-1.271752127,-1.664580712,-1.888226318,-2.320545418,-2.501768007,2133,462,92,3.836814037
318,127,313,-1.007364896,-1.290838737,-1.627398238,-1.842253083,-2.207093112,-2.397445374,5467,365,83,5.619550236
319,220,181,-1.111515174,-1.25927412,-1.462743533,-1.645687045,-1.909462508,-2.129893085,6614,176,66,6.990066306
320,168,443,-0.698461275,-0.836994457,-1.034567639,-1.193890469,-1.427366387,-1.596176238,7168,162,37,6.852678991
321,216,297,-1.797334984,-2.025711219,-2.320545418,-2.563041179,-2.900058523,-3.203248569,8113,225,182,8.508268018
322,173,284,-1.103524333,-1.314345862,-1.596669773,-1.815908729,-2.15209826,-2.360320144,5947,246,81,6.280232335
323,79,554,-0.529040512,-1.000841502,-1.269578561,-1.403481213,-1.668392055,-1.806061254,1492,356,46,5.202691482
324,159,440,-1.422916853,-1.79179947,-2.143532163,-2.335728312,-2.64704918,-2.905343274,3564,468,130,6.996400144
325,147,516,-1.520969264,-1.885850393,-2.295510179,-2.511825739,-2.868395025,-3.155666311,5452,371,160,7.740001229
326,142,236,-1.005723219,-1.243545579,-1.540145086,-1.756952328,-2.100379213,-2.305288745,5424,470,77,5.627012602
327,117,187,-0.985962405,-1.568104049,-2.182050291,-2.425996438,-3.079331297,-3.186408635,2348,276,170,3.016679242
328,95,293,-1.204472929,-1.795707251,-2.328929068,-2.557606383,-3.11474106,-3.377871556,3296,439,187,4.285666859
329,152,350,-0.78265622,-0.961523481,-1.163662941,-1.3044932,-1.527765764,-1.702156453,4792,449,41,6.55857548
330,210,328,-1.030776086,-1.189478358,-1.37424722,-1.517588259,-1.722102818,-1.91345264,4947,376,51,7.547807683
331,157,440,-0.823939471,-1.012113543,-1.253898613,-1.425700691,-1.691136156,-1.860145382,5728,228,48,6.590627971
332,247,345,-1.339448944,-1.731549051,-2.066485831,-2.281410858,-2.654130359,-2.890651797,1981,323,129,5.911996045
333,231,539,-1.777915737,-2.113701778,-2.441042886,-2.651008461,-2.966173471,-3.229936772,4082,383,178,9.184457241
334,139,290,-0.968110481,-1.275647841,-1.670675222,-1.919842872,-2.361274089,-2.558897706,4694,228,95,4.859858205
335,86,480,-0.317756474,-0.726828067,-0.990637194,-1.133638611,-1.401245576,-1.549990454,1405,307,36,4.37406006
336,161,376,-0.958181005,-1.14331681,-1.359340892,-1.510407389,-1.747608621,-1.928335492,5458,405,51,7.123470229
337,123,305,-1.167094576,-1.45012913,-1.779633289,-1.990917975,-2.348314945,-2.584815387,6504,479,96,6.140094244
338,117,534,-1.013242258,-1.306042445,-1.694832415,-1.920252149,-2.32391088,-2.496655397,8114,201,88,6.510465504
339,194,349,-0.860264904,-1.001195239,-1.182929117,-1.327648166,-1.54458694,-1.722438652,5783,275,42,7.313349471
340,115,532,-1.325839165,-1.77189802,-2.193551332,-2.378602579,-2.772588722,-2.984792334,4490,415,136,7.015353262
341,146,560,-0.612470828,-0.993225773,-1.284315557,-1.426491551,-1.696522019,-1.830832993,1392,273,46,5.325616927
342,240,201,-1.231618105,-1.669665738,-2.033856508,-2.270021102,-2.690455893,-2.950376572,1558,405,135,4.521315766
343,220,193,-0.747751213,-0.869765034,-1.039334456,-1.189084192,-1.409767717,-1.602362999,5584,201,39,6.574296174
344,232,420,-1.714131984,-1.902065527,-2.139191546,-2.34163782,-2.616884963,-2.870686785,8327,210,134,9.711948177
345,176,391,-1.73234028,-1.979415228,-2.276235318,-2.481472553,-2.778687281,-3.036554268,8252,479,151,9.107855428
346,163,180,-1.21976349,-1.437924554,-1.754579298,-2.007009258,-2.399646806,-2.63011741,7849,222,105,6.056258889
347,249,589,-1.586258639,-1.93281625,-2.245448902,-2.444955434,-2.743262957,-2.99233804,2979,319,140,8.621654738
348,149,545,-1.284387804,-1.592040135,-1.943582859,-2.141912868,-2.493866671,-2.705603197,5204,306,104,7.472067713
349,58,294,-1.101235727,-1.695540611,-2.195795599,-2.422157228,-2.951524019,-3.098651328,7635,496,161,4.449146411
350,73,167,-0.850502991,-1.297587755,-1.823250136,-2.08312833,-2.656122108,-2.815913847,7994,435,118,3.709649957
351,80,461,-0.99918333,-1.770311138,-2.218335861,-2.416537973,-2.895705959,-3.133615981,1146,444,156,4.794775864
352,54,477,-0.398241263,-1.001467429,-1.348343685,-1.524958906,-1.889614885,-2.044460573,1819,290,59,3.978050636
353,225,363,-1.566570012,-1.792339637,-2.054709905,-2.259142535,-2.544529274,-2.80016549,5677,288,122,8.213328485
354,188,319,-1.225094301,-1.62049886,-2.106196279,-2.39777528,-2.976125744,-3.167470037,2866,154,168,4.532857154
355,234,332,-1.210728909,-1.643304982,-2.043997181,-2.288189213,-2.740005372,-3.002555499,1716,231,138,4.904715136
356,118,344,-1.138341131,-1.459467386,-1.876076298,-2.120513567,-2.57072601,-2.757187926,7551,269,115,5.807255021
357,43,499,-0.577642293,-1.237081567,-1.631223505,-1.80612212,-2.204188771,-2.344553578,5364,304,78,4.584853892
358,84,224,-0.600258111,-1.083703972,-1.689889037,-2.204460695,-2.586540784,-2.707250521,5623,163,104,3.116182955
359,51,584,-0.774682669,-1.565851742,-2.037148629,-2.207002223,-2.672200548,-2.785309287,3484,315,120,5.188902486
360,40,229,-0.841044122,-1.660573325,-2.249802908,-2.475986552,-3.136604832,-3.226404091,3765,423,179,2.740102937
361,141,280,-0.702793558,-0.856513528,-1.078397981,-1.256459793,-1.521885015,-1.710861743,8456,300,43,6.504460967
362,171,388,-0.912199114,-1.176584641,-1.501570542,-1.722494635,-2.084896392,-2.27789248,3621,190,73,5.30794578
363,41,180,0.223783347,-0.325079382,-0.870672259,-1.348805917,-1.536559267,-1.826910077,5871,188,45,1.968801072
364,218,158,-1.805148706,-2.043997181,-2.336038469,-2.572034397,-2.901513598,-3.197114333,7220,428,181,7.745011426
365,40,212,-0.72947927,-1.487707124,-2.060345046,-2.300287734,-2.94808562,-3.054633381,1873,457,151,2.396143948
366,129,294,-1.359068375,-1.769489301,-2.193103082,-2.424978741,-2.875463441,-3.132239518,4107,498,157,5.411042687
367,151,199,-1.253583305,-1.654226095,-2.137664051,-2.406724133,-2.94923044,-3.127436765,3716,287,163,4.354690276
368,99,306,-0.511876175,-0.924650578,-1.343924765,-1.707933159,-2.007828107,-2.184624295,2755,249,66,3.54963564
369,183,441,-1.479067761,-1.960414835,-2.41418727,-2.641981601,-3.113840362,-3.361015592,2462,366,193,6.314886899
370,181,441,-0.950701034,-1.215168577,-1.442483833,-1.581530959,-1.814802942,-1.982823127,2414,431,53,6.558161496
371,247,521,-1.432673434,-1.93171143,-2.286318121,-2.47396671,-2.788067909,-3.042404682,1602,401,147,7.282718302
372,173,396,-1.660152427,-1.929574308,-2.269537239,-2.502744808,-2.845073397,-3.137526279,7623,345,163,8.253790826
373,144,153,-0.270300675,-0.563330178,-0.89377121,-1.231344001,-1.534887181,-1.754059142,1427,434,44,2.939949341
374,138,576,-1.215741788,-1.610088124,-2.178864166,-2.499939073,-3.209420666,-3.384340265,5413,150,200,5.755666973
375,127,362,-1.2395309,-1.540798437,-1.882691248,-2.088038389,-2.446339997,-2.675389419,6233,432,104,6.517612744
376,118,508,-1.505032853,-1.971843531,-2.438290275,-2.640578486,-3.018796213,-3.315662094,5188,446,185,7.268901524
377,49,256,-0.679796696,-1.423124334,-1.947080834,-2.190239033,-2.791975436,-2.922110134,1093,421,134,2.636687339
378,146,424,-1.433721455,-1.79588798,-2.15364798,-2.349047967,-2.665996965,-2.92919575,4250,488,133,6.986547861
379,245,575,-2.066722769,-2.299589584,-2.549893271,-2.739850514,-3.004167752,-3.23729441,8060,407,184,12.44911006
380,222,247,-1.610688694,-1.985586966,-2.352405788,-2.593472296,-2.963458713,-3.276504938,3110,422,186,6.058349666
381,41,435,-0.216714264,-0.846834634,-1.285074406,-1.644391742,-1.788325372,-2.02890053,6662,201,58,3.454707053
382,66,232,-0.418079334,-0.926719927,-1.372075924,-1.784446276,-2.11818237,-2.296503623,2030,373,73,2.758828366
383,181,571,-1.473814959,-1.815970198,-2.22525375,-2.475273201,-2.928447527,-3.188589132,4414,243,163,7.465861391
384,116,422,-1.063892072,-1.482849315,-1.982097069,-2.220820791,-2.733829654,-2.887775132,4864,235,129,5.217079243
385,197,272,-1.072710651,-1.401773548,-1.693036936,-1.891601904,-2.220175957,-2.447957746,1983,494,86,5.18571271
386,188,169,-0.490924962,-0.659402975,-0.885058573,-1.079074402,-1.363085776,-1.569160066,3413,293,38,4.717188276
387,246,443,-1.533356888,-1.906429854,-2.288879446,-2.549381173,-3.004773018,-3.284748569,2844,211,184,6.612922299
388,231,570,-1.369988035,-1.873729032,-2.23689099,-2.419231275,-2.730602606,-2.979662093,1546,385,137,7.336385955
389,152,163,-1.233710623,-1.62399333,-2.122098552,-2.402405428,-2.972211079,-3.150516487,4027,228,165,4.11554909
390,46,450,-0.650470906,-1.517314624,-2.225624052,-2.404507083,-3.132010292,-3.159428366,7558,213,165,3.88464
391,177,245,-1.237736434,-1.540518377,-1.904614667,-2.152270332,-2.572689233,-2.77965362,3948,291,120,5.32652261
392,159,375,-1.077398892,-1.619538755,-2.224883585,-2.487349631,-3.152854029,-3.267278564,1971,190,183,4.071815271
393,230,469,-1.88394055,-2.189524301,-2.496533986,-2.703510521,-3.008007304,-3.268066069,5086,439,188,9.539620052
